NumComplaints,Address
4,957 EAST  216 STREET
4,4556 RICHARDSON AVENUE
4,676 EAST  232 STREET
4,423 EAST  135 STREET
4,437 HOWE AVENUE
4,728 EAST  235 STREET
4,857 MACY PLACE
4,2083 WASHINGTON AVENUE
4,290 WEST 232 STREET
4,415 BRONX PARK AVENUE
4,983 MACE AVENUE
4,3394 3 AVENUE
4,2548A WHITE PLAINS ROAD
4,960 SHERMAN AVENUE
4,1826 RADCLIFF AVENUE
4,1764 POPHAM AVENUE
4,404 EAST 141 STREET
4,125 WEST 195 STREET
4,126 WEST  175 STREET
4,3958 PAULDING AVENUE
4,2115 STARLING AVENUE
4,1910 ARNOW AVENUE
4,495 EAST  158 STREET
4,506 JACKSON AVENUE
4,276 ST ANNS AVENUE
4,2973 WHITE PLAINS ROAD
4,3497 FT INDEPENDENCE STREET
4,1227 BRONX RIVER AVENUE
4,1829 LORING PLACE SOUTH
4,4059 WHITE PLAINS ROAD
4,3062 BAINBRIDGE AVENUE
4,333 EAST 176 STREET
4,315 EAST 166 STREET
4,2572 BAINBRIDGE AVENUE
4,2538 HERING AVENUE
4,613 EAST  138 STREET
4,738 EAST  220 STREET
4,3445 MICKLE AVENUE
4,2248 NEWBOLD AVENUE
4,3634 OLINVILLE AVENUE
4,1071 KELLY STREET
4,1019 TRINITY AVENUE
4,1800 WARING AVENUE
4,1412 FTELEY AVENUE
4,2433 LYVERE STREET
4,1112 FTELEY AVENUE
4,2855 EAST 194 STREET
4,991 BOSTON ROAD
4,3351 FENTON AVENUE
4,1229 EVERGREEN AVENUE
4,3320A FISH AVENUE
4,1696 BANYER PLACE
4,1893 ANDREWS AVENUE SOUTH
4,1463 HOE AVENUE
4,1020 TIFFANY STREET
4,2832 ROEBLING AVENUE
4,2187 MORRIS AVENUE
4,1774 CROSS BRONX EXPRESSWAY
4,2510 OLINVILLE AVENUE
4,1455 JESUP AVENUE
4,256 WEST  256 STREET
4,1180 MACE AVENUE
4,876 EAST 225 STREET
4,1850 CROSS BRONX EXPRESSWAY
4,496 EAST  138 STREET
4,3030 MIDDLETOWN ROAD
4,2885 GRACE AVENUE
4,999 EAST  178 STREET
4,2359 ARTHUR AVENUE
4,2333 BEAUMONT AVENUE
4,364 EAST  169 STREET
4,4087 EDSON AVENUE
4,4058 BAYCHESTER AVENUE
4,381 EAST  152 STREET
4,185 CITY ISLAND AVENUE
4,956 LEGGETT AVENUE
4,1450 ALLERTON AVENUE
4,573 EAST  139 STREET
4,125 WEST  197 STREET
4,1685 BANYER PLACE
4,1927 CROTONA AVENUE
4,2446 CRESTON AVENUE
4,320 EAST  166 STREET
4,140 DEBS PLACE
4,756 UNION AVENUE
4,4521 3 AVENUE
4,3746 BOSTON ROAD
4,2679 BRIGGS AVENUE
4,3237 WHITE PLAINS ROAD
4,2007 PAULDING AVENUE
4,1311 BURKE AVENUE
4,738 KELLY STREET
4,1312 CLAY AVENUE
4,586 EAST  187 STREET
4,726 EAST  219 STREET
4,943 SHERIDAN AVENUE
4,823 EAST  147 STREET
4,3060 BAILEY AVENUE
4,1045 SHERMAN AVENUE
4,1115 WOODYCREST AVENUE
4,1043 MANOR AVENUE
4,4321 RICHARDSON AVENUE
4,717 KELLY STREET
4,1712 WHITE PLAINS ROAD
4,1523 LELAND AVENUE
4,288 EAST 168 STREET
4,2473 CROTONA AVENUE
4,3051 PERRY AVENUE
4,1034 LONGFELLOW AVENUE
4,774 VAN NEST AVENUE
4,1946 PROSPECT AVENUE
4,471 EAST  184 STREET
4,1622 VAN BUREN STREET
4,2039 HUGHES AVENUE
4,2300 BATHGATE AVENUE
4,1458 BRYANT AVENUE
4,1432 NEEDHAM AVENUE
4,725 EAST  217 STREET
4,1122 JACKSON AVENUE
4,1991 MORRIS AVENUE
4,1894 DALY AVENUE
4,2446 UNIVERSITY AVENUE
4,1012 SUMMIT AVENUE
4,760 EAST  215 STREET
4,2101 WEBSTER AVENUE
4,903 EAST  223 STREET
4,796 FREEMAN STREET
4,4118 CARPENTER AVENUE
4,359 EAST  146 STREET
4,740 EAST 225 STREET
4,660 BECK STREET
4,465 EAST  167 STREET
4,2333 ESPLANADE
4,3910 AMUNDSON AVENUE
4,217 ST ANNS AVENUE
4,4127 WHITE PLAINS ROAD
4,1750 WATSON AVENUE
4,2474 BELMONT AVENUE
4,2327 SOUTHERN BOULEVARD
4,1115 MORRIS AVENUE
4,950 EAST  225 STREET
4,1854 AMETHYST STREET
4,1718 MATTHEWS AVENUE
4,1732 HOLLAND AVENUE
4,1935 MC GRAW AVENUE
4,995 MORRIS AVENUE
4,463 BROOK AVENUE
4,1430 EDWARDS AVENUE
4,1129 BEACH AVENUE
4,635 EAST  169 STREET
4,3716 WHITE PLAINS ROAD
4,290 EAST  150 STREET
4,828 GERARD AVENUE
4,598 EAST  167 STREET
4,784 WARING AVENUE
4,951 WOODYCREST AVENUE
4,3026 WICKHAM AVENUE
4,2139 MAPES AVENUE
4,3988 BRONXWOOD AVENUE
4,2335 ARTHUR AVENUE
4,1851 BOGART AVENUE
4,2928 LURTING AVENUE
4,1511 BRYANT AVENUE
4,647 EAST  223 STREET
4,1342 CROES AVENUE
4,620 EAST 178 STREET
4,921 BARRETTO STREET
4,526 BARRETTO STREET
4,716 BEACH AVENUE
4,806 EAST  222 STREET
4,1139 TIFFANY STREET
4,1385 CLINTON AVENUE
4,2840 VALENTINE AVENUE
3,4060 BAYCHESTER AVENUE
3,88 EAST 208 STREET
3,1198 DR M L KING JR BOULEVARD
3,375 EAST 199 STREET
3,360 HUNTINGTON AVENUE
3,2325 FENTON AVENUE
3,291 MORRIS AVENUE
3,2126 CHATTERTON AVENUE
3,278 EAST  239 STREET
3,1230 ST LAWRENCE AVENUE
3,1030 FAILE STREET
3,1305 HARROD AVENUE
3,1990 BELMONT AVENUE
3,225 EAST 202 STREET
3,1800 CROTONA AVENUE
3,1224 COLLEGE AVENUE
3,1782 RANDALL AVENUE
3,1000 INTERVALE AVENUE
3,1007 SOUTHERN BOULEVARD
3,1018 EAST 212 STREET
3,4621 MATILDA AVENUE
3,134 STEPHENS AVENUE
3,1570 WEBSTER AVENUE
3,679 EAGLE AVENUE
3,288 EAST BURNSIDE AVENUE
3,1772 SEDGWICK AVENUE
3,3537 WILLETT AVENUE
3,610 CRESCENT AVENUE
3,1080 EAST  229 STREET
3,750 EAST  236 STREET
3,444 EAST  134 STREET
3,576 EAST  166 STREET
3,838 ELTON AVENUE
3,1520 BURKE AVENUE
3,2241 CHATTERTON AVENUE
3,920 BAYCHESTER AVENUE
3,3437 EASTCHESTER ROAD
3,2555 PEARSALL AVENUE
3,270 GERARD AVENUE
3,4138 BAYCHESTER AVENUE
3,502 EAST  138 STREET
3,1090 OGDEN AVENUE
3,1469 FULTON AVENUE
3,631B BARRETTO STREET
3,1590 METROPOLITAN AVENUE
3,680 EAST 226 STREET
3,236 EAST  197 STREET
3,4419 RICHARDSON AVENUE
3,4219 BAYCHESTER AVENUE
3,100 DREISER LOOP
3,405 EAST  137 STREET
3,1011 EAST  216 STREET
3,2111 STORY AVENUE
3,2020 POWELL AVENUE
3,1135 MORRIS AVENUE
3,1299 CHISHOLM STREET
3,699 EAST 137 STREET
3,3192 AMPERE AVENUE
3,635 EAST  222 STREET
3,708 ST OUEN STREET
3,1991 DR M L KING JR BOULEVARD
3,1412 LONGFELLOW AVENUE
3,1142 EAST  225 STREET
3,2500 ARTHUR AVENUE
3,3558 CARLISLE PLACE
3,2200 EAST TREMONT AVENUE
3,824 EAST  223 STREET
3,3935 SETON AVENUE
3,4076 GRACE AVENUE
3,3478 CORSA AVENUE
3,643 EAST 232 STREET
3,1125 ST LAWRENCE AVENUE
3,712 FOX STREET
3,2401 BEAUMONT AVENUE
3,711 EAST 220 STREET
3,1140 COLGATE AVENUE
3,1122 ANDERSON AVENUE
3,3230 PEARSALL AVENUE
3,932 HAVEMEYER AVENUE
3,869 EAST  231 STREET
3,1048 FINDLAY AVENUE
3,4300 EDSON AVENUE
3,3042 RADCLIFF AVENUE
3,474 EAST  138 STREET
3,1332 CROES AVENUE
3,744 EAST  211 STREET
3,1125 CROES AVENUE
3,2906 HEATH AVENUE
3,916 EAST 226 STREET
3,2523 PAULDING AVENUE
3,2429 FULLER STREET
3,413 EAST  154 STREET
3,1700 MAHAN AVENUE
3,1394 CROTONA AVENUE
3,744 EAST  231 STREET
3,1357 BOSTON ROAD
3,3245 PERRY AVENUE
3,444 TIMPSON PLACE
3,147 EAST 236 STREET
3,2944 GUNTHER AVENUE
3,2665 DECATUR AVENUE
3,869 EAST  217 STREET
3,100 WEST KINGSBRIDGE ROAD
3,2576 BAINBRIDGE AVENUE
3,1522 COMMONWEALTH AVENUE
3,834 EAST 161 STREET
3,2249 STORY AVENUE
3,547 EAST  180 STREET
3,276 EAST  171 STREET
3,583 COURTLANDT AVENUE
3,1142 EAST  165 STREET
3,1908 CROTONA AVENUE
3,670 BARRETTO STREET
3,3454 WILSON AVENUE
3,608 VAN NEST AVENUE
3,816 EAST  168 STREET
3,166 EAST 205 STREET
3,547 ST PAULS PLACE
3,265 EAST  161 STREET
3,1348 PROSPECT AVENUE
3,597 WALTON AVENUE
3,4346 EDSON AVENUE
3,1818 DAVIDSON AVENUE
3,3421 DEKALB AVENUE
3,1297 HOE AVENUE
3,1048 SHERIDAN AVENUE
3,316 EAST  211 STREET
3,1037 REV JAMES POLITE AVENUE
3,856 FAILE STREET
3,1869 HARRISON AVENUE
3,201 EAST 165 STREET
3,2160 BRONX PARK EAST
3,440 EAST  156 STREET
3,353 EAST 141 STREET
3,4 ARMAND PLACE
3,1153 WEST FARMS ROAD
3,1910 EDISON AVENUE
3,650 EAST 226 STREET
3,26 BRUCKNER BOULEVARD
3,1877 HARRISON AVENUE
3,828 COURTLANDT AVENUE
3,3575 EAST TREMONT AVENUE
3,147 WEST TREMONT AVENUE
3,2441 MORRIS AVENUE
3,982A ROGERS PLACE
3,35 WEST  177 STREET
3,2794 SEDGWICK AVENUE
3,4115 BARNES AVENUE
3,3043 BRUNER AVENUE
3,877 EAST 231 STREET
3,2363 PROSPECT AVENUE
3,3136 PERRY AVENUE
3,1773 SEWARD AVENUE
3,1014 EAST 224 STREET
3,388 WILLIS AVENUE
3,671 MANIDA STREET
3,961 EAST  180 STREET
3,1134 UNDERHILL AVENUE
3,763 FOREST AVENUE
3,626 ROSEDALE AVENUE
3,4756 CARPENTER AVENUE
3,821 EAST  214 STREET
3,3317 FISH AVENUE
3,57 WEST BURNSIDE AVENUE
3,518 CALHOUN AVENUE
3,969 EAST  167 STREET
3,2366 GRAND CONCOURSE
3,3270 HULL AVENUE
3,6035 BROADWAY
3,418 EAST 143 STREET
3,1333 HARROD AVENUE
3,1737 JARVIS AVENUE
3,619 CASANOVA STREET
3,1758 ARNOW AVENUE
3,1054 CAULDWELL AVENUE
3,1307 FINDLAY AVENUE
3,1129 FOREST AVENUE
3,312 CASTLE HILL AVENUE
3,858 EAST  217 STREET
3,3258 CAMBRIDGE AVENUE
3,1598 PELHAM PARKWAY SOUTH
3,434 EAST  141 STREET
3,1046 HOE AVENUE
3,2017 GRAND AVENUE
3,171 WEST  167 STREET
3,1377 TELLER AVENUE
3,915 EAST  213 STREET
3,4275 KATONAH AVENUE
3,2542A WHITE PLAINS ROAD
3,2714 BARNES AVENUE
3,153 EAST  149 STREET
3,1650 MONTGOMERY AVENUE
3,4721 RICHARDSON AVENUE
3,2961 HARDING AVENUE
3,413 EAST  137 STREET
3,1003 EAST  174 STREET
3,2105 SEWARD AVENUE
3,1459 GRAND CONCOURSE
3,1650 GRAND CONCOURSE
3,3210 PAULDING AVENUE
3,2739 HERING AVENUE
3,754 EAST 219 STREET
3,1511 MACE AVENUE
3,1850 BILLINGSLEY TERRACE
3,1374 ZEREGA AVENUE
3,3405 BRUNER AVENUE
3,951 COLLEGE AVENUE
3,165 EAST 205 STREET
3,2435 LYVERE STREET
3,12 EAST  167 STREET
3,846 EAST  176 STREET
3,2139 GLEBE AVENUE
3,620 BAYCHESTER AVENUE
3,839 EAST 228 STREET
3,875 CAULDWELL AVENUE
3,414 CALHOUN AVENUE
3,1010 EAST  224 STREET
3,1414 BRONX RIVER AVENUE
3,1144 WHITE PLAINS ROAD
3,2048 HOBART AVENUE
3,21 WEST 183 STREET
3,1223 MANOR AVENUE
3,2448 CAMBRELENG AVENUE
3,2263 WALTON AVENUE
3,2260 HAVILAND AVENUE
3,709 EAST  175 STREET
3,1409 EDWARD L GRANT HIGHWAY
3,185 EAST 206 STREET
3,3050 WEBSTER AVENUE
3,623 MEAD STREET
3,2417 BOUCK AVENUE
3,4380 VIREO AVENUE
3,2415 MARION AVENUE
3,1936 WATSON AVENUE
3,3609 OLINVILLE AVENUE
3,725 EAST  214 STREET
3,4159 WICKHAM AVENUE
3,1228 MORRIS AVENUE
3,2234 LIGHT STREET
3,503 EAST  180 STREET
3,312 EAST 140 STREET
3,51 EAST 236 STREET
3,1828 LAFAYETTE AVENUE
3,1817 HUNT AVENUE
3,2725 CRESTON AVENUE
3,1960 EAST TREMONT AVENUE
3,1026 EAST 228 STREET
3,666 EAST 141 STREET
3,607 BAKER AVENUE
3,2914 ROBERTS AVENUE
3,4187 LACONIA AVENUE
3,436 EAST  141 STREET
3,1144 ELDER AVENUE
3,2096 DAVIDSON AVENUE
3,892 EAST  167 STREET
3,1551 BRUCKNER BOULEVARD
3,787 JENNINGS STREET
3,645 MEAD STREET
3,4301 PARK AVENUE
3,739 ADEE AVENUE
3,760 EAST 217 STREET
3,4155 LACONIA AVENUE
3,710 EAST 215 STREET
3,4160 ELY AVENUE
3,1020 EAST  232 STREET
3,4071 PAULDING AVENUE
3,2891 GRACE AVENUE
3,715 SOUNDVIEW AVENUE
3,847 EAST 220 STREET
3,1257 EAST 222 STREET
3,1413 ROSEDALE AVENUE
3,1444 LELAND AVENUE
3,574 EAST  163 STREET
3,4511 MATILDA AVENUE
3,1359 FINDLAY AVENUE
3,724 EAST  134 STREET
3,1861 YATES AVENUE
3,1181 TINTON AVENUE
3,1451 NEEDHAM AVENUE
3,3753 PAULDING AVENUE
3,442 EAST  142 STREET
3,1157 CROES AVENUE
3,685 EAST  233 STREET
3,716 VAN NEST AVENUE
3,3366 BOSTON ROAD
3,234 EAST  178 STREET
3,2059 BLACKROCK AVENUE
3,2734 MORGAN AVENUE
3,3327 WHITE PLAINS ROAD
3,54 EAST KINGSBRIDGE ROAD
3,3601 PRATT AVENUE
3,3216 YATES AVENUE
3,1453 LELAND AVENUE
3,2925 GUNTHER AVENUE
3,750 EAST 169 STREET
3,591 VAN NEST AVENUE
3,1604 ZEREGA AVENUE
3,4150 EDSON AVENUE
3,461 EAST 185 STREET
3,757 EAST 224 STREET
3,93 FEATHERBED LANE
3,2923 LACONIA AVENUE
3,4360 MATILDA AVENUE
3,741 EAST  217 STREET
3,42 BUCHANAN PLACE
3,669 EAST  242 STREET
3,1349 FTELEY AVENUE
3,929 BRUCKNER BOULEVARD
3,1121 MORRIS AVENUE
3,2075 DALY AVENUE
3,2437 SOUTHERN BOULEVARD
3,3032 CRUGER AVENUE
3,1195 ANDERSON AVENUE
3,1934 YATES AVENUE
3,574 VAN NEST AVENUE
3,1917 MAYFLOWER AVENUE
3,2749 WALLACE AVENUE
3,2545 BRONXWOOD AVENUE
3,4005 HILL AVENUE
3,761 HOME STREET
3,2415 LORILLARD PLACE
3,414 EAST 187 STREET
3,26 CITY ISLAND AVENUE
3,344 EAST  194 STREET
3,1980 CROTONA AVENUE
3,758 EAST  230 STREET
3,841 BURKE AVENUE
3,3208 OLINVILLE AVENUE
3,932 HOE AVENUE
3,328 EAST  148 STREET
3,1693 WATSON AVENUE
3,355 EAST  194 STREET
3,745 EAST  216 STREET
3,873 INTERVALE AVENUE
3,1733 WHITE PLAINS ROAD
3,831 CALHOUN AVENUE
3,3439 SEYMOUR AVENUE
3,2248 VALENTINE AVENUE
3,1322 MANOR AVENUE
3,664 UNION AVENUE
3,1412 BRISTOW STREET
3,585 PROSPECT AVENUE
3,2937 BOUCK AVENUE
3,1124 WARD AVENUE
3,1809 ADEE AVENUE
3,1217 NELSON AVENUE
3,317 EAST 187 STREET
3,842 EAST  221 STREET
3,1495 BEACH AVENUE
3,16 EAST 205 STREET
3,1726 VICTOR STREET
3,1221 SHAKESPEARE AVENUE
3,1032 LONGFELLOW AVENUE
3,1332 LELAND AVENUE
3,827 EAST 218 STREET
3,714 EAST 230 STREET
3,655 EAST  223 STREET
3,1310 STRATFORD AVENUE
3,54 CLIFFORD PLACE
3,1322 NEEDHAM AVENUE
3,537 EAST  138 STREET
3,1726 LIBBY PLACE
3,722 BECK STREET
3,2403 CRESTON AVENUE
3,4067 LOWERRE PLACE
3,3309 WICKHAM AVENUE
3,430B EAST  139 STREET
3,3332 HULL AVENUE
3,169 WEST TREMONT AVENUE
3,970 ANDERSON AVENUE
3,1819 MAHAN AVENUE
3,396 EAST 199 STREET
3,392 EAST  170 STREET
3,4338 GUNTHER AVENUE
3,1102 ALLERTON AVENUE
3,1331 FINDLAY AVENUE
3,1489 LONGFELLOW AVENUE
3,719 EAST  219 STREET
3,4227 BOYD AVENUE
3,1066 DR M L KING JR BOULEVARD
3,3242 DECATUR AVENUE
3,3935 DURYEA AVENUE
3,141 MERMAID LANE
3,813 EAST  224 STREET
3,2789 VALENTINE AVENUE
3,1645 GRAND CONCOURSE
3,780 EAST  133 STREET
3,5421 SYLVAN AVENUE
3,3515 BRUCKNER BOULEVARD
3,969 TELLER AVENUE
3,717 EAST 228 STREET
3,1046 KELLY STREET
3,4388 RICHARDSON AVENUE
3,539 WEST  232 STREET
3,3626 PRATT AVENUE
3,501 EAST 176 STREET
3,751 SOUTHERN BOULEVARD
3,2438A BEAUMONT AVENUE
3,3459 ELY AVENUE
3,3531 EASTCHESTER ROAD
3,1073 WHITE PLAINS ROAD
3,1420 CROTONA PARK EAST
3,1690 METROPOLITAN AVENUE
3,1247 WEBSTER AVENUE
3,2854 WELLMAN AVENUE
3,2079 DALY AVENUE
3,1162 WHEELER AVENUE
3,181 WEST 238 STREET
3,3728 PAULDING AVENUE
3,428 EAST 134 STREET
3,664 ST ANNS AVENUE
3,1704 WALLACE AVENUE
3,669 WHITEPLAINS ROAD
3,1263 BRONX RIVER AVENUE
3,2411 MATTHEWS AVENUE
3,810 RIVER AVENUE
3,3294 HULL AVENUE
3,3689 EASTCHESTER ROAD
3,461 WALES AVENUE
3,666 MACE AVENUE
3,1519 EAST  172 STREET
3,2766 DECATUR AVENUE
3,3215 OLINVILLE AVENUE
3,728 EAST  225 STREET
3,821 EAST 215 STREET
3,2414 CRESTON AVENUE
3,2043 CHATTERTON AVENUE
3,334 EAST  187 STREET
3,1324 INTERVALE AVENUE
3,1235 STRATFORD AVENUE
3,3215 CORLEAR AVENUE
3,2825 DECATUR AVENUE
3,1250 EAST  224 STREET
3,936 BALCOM AVENUE
3,1470 TAYLOR AVENUE
3,2137 CHATTERTON AVENUE
3,2534 CRESTON AVENUE
3,255 GRAFF AVENUE
3,785 EAST TREMONT AVENUE
3,721 EAST  222 STREET
3,345 QUINCY AVENUE
3,948 EAST  221 STREET
3,612 EAST 180 STREET
3,930 EAST  227 STREET
3,1629 MULFORD AVENUE
3,3215 PEARSALL AVENUE
3,680 EAST  226 STREET
3,4175 3 AVENUE
3,2020 WASHINGTON AVENUE
3,1312 OAK POINT AVENUE
3,4326 EDSON AVENUE
3,3233 HERING AVENUE
3,1407 OVERING STREET
3,509 EAST  135 STREET
3,920 EAST  224 STREET
3,645 WALTON AVENUE
3,402 EAST  136 STREET
3,421 OLMSTEAD AVENUE
3,1156 WHEELER AVENUE
3,459 EAST 181 STREET
3,368 BRONX PARK AVENUE
3,502 EAST 184 STREET
3,2050 HUGHES AVENUE
3,640 RHINELANDER AVENUE
3,1723 EAST  172 STREET
3,84 WEST 183 STREET
3,2348 CROTONA AVENUE
3,901 EAST  180 STREET
3,498 EAST  138 STREET
3,961 EAST  167 STREET
3,2066 RYER AVENUE
3,3616 CORLEAR AVENUE
3,1325 EAST  222 STREET
3,4582 MANH COLLEGE PARKWAY
3,321 EAST TREMONT AVENUE
3,200 EAST  173 STREET
3,1033 MANOR AVENUE
3,118 ROCKWOOD STREET
3,1357 PLIMPTON AVENUE
3,1336 FINDLAY AVENUE
3,1170 WEST FARMS ROAD
3,3309 DECATUR AVENUE
3,609 TINTON AVENUE
3,3341 WEBSTER AVENUE
3,1100 GRANT AVENUE
3,233 WEST  233 STREET
3,2500 BELMONT AVENUE
3,2091 DAVIDSON AVENUE
3,3393 FT INDEPENDENCE STREET
3,4374 ELY AVENUE
3,2091 NEREID AVENUE
3,4005 PAULDING AVENUE
3,739 EAST  222 STREET
3,2517 HOLLAND AVENUE
3,3346 WICKHAM AVENUE
3,731 EAST  147 STREET
3,1793 PATTERSON AVENUE
3,1328 MANOR AVENUE
3,508 EAST 236 STREET
3,480 EAST 183 STREET
3,49 WHITE PLAINS ROAD
3,4040 HILL AVENUE
3,736 EAST  152 STREET
3,2429 VALENTINE AVENUE
3,255 FIELDSTON TERRACE
3,3011 RADCLIFF AVENUE
3,926 DEAN AVENUE
3,1773 WESTCHESTER AVENUE
3,298 BOLTON AVENUE
3,862 EAST  216 STREET
3,1048 WARD AVENUE
3,288 EAST  149 STREET
3,1447 LONGFELLOW AVENUE
3,1911 ANTHONY AVENUE
3,1461 BURKE AVENUE
3,419 WHITE PLAINS ROAD
3,396 EAST 155 STREET
3,3017 CRUGER AVENUE
3,2912 CRUGER AVENUE
3,3341 BARKER AVENUE
3,2523 WALLACE AVENUE
3,1466 ROSEDALE AVENUE
3,1054 WARD AVENUE
3,600 BOLTON AVENUE
3,681 EAST  170 STREET
3,1823 FOWLER AVENUE
3,2450 FULLER STREET
3,764 FOX STREET
3,631 EAST  168 STREET
3,2851 CRESTON AVENUE
3,731 NORTH OAK DRIVE
3,1465 OAKLEY STREET
3,3410 DE REIMER AVENUE
3,2816 OLINVILLE AVENUE
3,1656 WEEKS AVENUE
3,2704 UNIVERSITY AVENUE
3,3334 MICKLE AVENUE
3,250 GRAND CONCOURSE
3,4011 DYRE AVENUE
3,1157 UNDERHILL AVENUE
3,1477 CROTONA PLACE
3,3929 DE REIMER AVENUE
3,3520 TRYON AVENUE
3,440 EAST 186 STREET
3,207 EAST  202 STREET
3,3974 WHITE PLAINS ROAD
3,3763 OLINVILLE AVENUE
3,499 EAST 142 STREET
3,3343 FISH AVENUE
3,1103 FTELEY AVENUE
3,352 BROOK AVENUE
3,2840 WICKHAM AVENUE
3,3242 WHITE PLAINS ROAD
3,1017 ELDER AVENUE
3,2831 WATERBURY AVENUE
3,454 EAST  179 STREET
3,4337 GUNTHER AVENUE
3,3119 BAILEY AVENUE
3,1107 FTELEY AVENUE
3,1555 WHITE PLAINS ROAD
3,2256 MORRIS AVENUE
3,1337 REAR BEACH AVENUE
3,1754 ANTHONY AVENUE
3,917 BRYANT AVENUE
3,849 EAST 225 STREET
3,2115 TIEBOUT AVENUE
3,1163 FTELEY AVENUE
3,730 EAST 236 STREET
3,670 EAST  225 STREET
3,1462 ROSEDALE AVENUE
3,3349 WICKHAM AVENUE
3,1246 WHEELER AVENUE
3,854 JACKSON AVENUE
3,1273 TELLER AVENUE
3,700-704 BROOK AVENUE
3,2086 ARTHUR AVENUE
3,733 EAST 147 STREET
3,486 COLLEGE AVENUE
3,1139 ANDERSON AVENUE
3,1881 BELMONT AVENUE
3,312 EAST  163 STREET
3,935 SUMMIT AVENUE
3,2029 RYER AVENUE
3,755 EAST  239 STREET
3,1439 DR M L KING JR BOULEVARD
3,210 EAST 166 STREET
3,2871 RANDALL AVENUE
3,1469 EAST AVENUE
3,2339 ELLIS AVENUE
3,4107 PAULDING AVENUE
3,249 EAST  175 STREET
3,1059 EVERGREEN AVENUE
3,584 EAST  139 STREET
3,2076 DALY AVENUE
3,1633 ST PETERS AVENUE
3,1624 MELVILLE STREET
3,415 CLAREMONT PARKWAY
3,259 EAST  204 STREET
3,728 EAST  221 STREET
3,2849 HARRINGTON AVENUE
3,4435 CARPENTER AVENUE
3,790 GROTE STREET
3,1061 INTERVALE AVENUE
3,6291 BROADWAY
3,750 EAST  225 STREET
3,2823 ZULETTE AVENUE
3,665 ADEE AVENUE
3,520 EAST  144 STREET
3,900 BRYANT AVENUE
3,429 EAST  156 STREET
3,3021 WALLACE AVENUE
3,761 EAST  213 STREET
3,124 WEST 179 STREET
3,1731 UNIONPORT ROAD
3,2800 MORRIS AVENUE
3,3300 TIEMANN AVENUE
3,1129 LONGWOOD AVENUE
3,1849 WALLACE AVENUE
3,412 WILLIS AVENUE
3,919 EAST 232 STREET
3,4712 BRONX BOULEVARD
3,340 EAST 146 STREET
3,2657 DECATUR AVENUE
3,1834 RADCLIFF AVENUE
3,780 EAST  185 STREET
3,2337 TIEBOUT AVENUE
3,1152 EDISON AVENUE
3,1106 HOE AVENUE
3,1612 VAN BUREN STREET
3,611 CASANOVA STREET
3,3080 DECATUR AVENUE
3,355 OLIVER PLACE
3,342 EAST  148 STREET
3,739 CROTONA PARK NORTH
3,3465 SEYMOUR AVENUE
3,1816 WALLACE AVENUE
3,2740 CRESTON AVENUE
3,1334 BLONDELL AVENUE
3,4014 LOWERRE PLACE
3,148 BRUCKNER BOULEVARD
3,3920 ORLOFF AVENUE
3,746 EAST  227 STREET
3,2503 LORILLARD PLACE
3,481 EAST  140 STREET
3,745 EAST  231 STREET
3,1687 BANYER PLACE
3,765 EAST 166 STREET
3,2440 LURTING AVENUE
3,2403 HALSEY STREET
3,3662 WHITE PLAINS ROAD
3,4200 BARNES AVENUE
3,1934 EDISON AVENUE
3,4462 BRONX BOULEVARD
3,225 EAST  138 STREET
3,1131 WHEELER AVENUE
3,1000 ELDER AVENUE
3,3401 BRUNER AVENUE
3,120 ASCH LOOP
3,220 EAST TREMONT AVENUE
3,736 EAST  137 STREET
3,1408 BRONX RIVER AVENUE
3,505 EAST 161 STREET
3,645 EAST  222 STREET
3,326 HUNTINGTON AVENUE
3,725 EAST  223 STREET
3,805 EAST 235 STREET
3,460 CITY ISLAND AVENUE
3,2086 VYSE AVENUE
3,2694 VALENTINE AVENUE
3,726 NOBLE AVENUE
3,1876 BELMONT AVENUE
3,3705 EAST TREMONT AVENUE
3,760 EAST 176 STREET
3,141 WEST  231 STREET
3,140 EAST  170 STREET
3,1816 ANTHONY AVENUE
3,1156 EAST 223 STREET
3,1452 LELAND AVENUE
3,2559 DECATUR AVENUE
3,1498 EAST 172 STREET
3,546 EAST 138 STREET
3,2707 KINGSBRIDGE TERRACE
3,1873 GUERLAIN STREET
3,1316 WHEELER AVENUE
3,2760 MATTHEWS AVENUE
3,812 E 231 ST
3,1706 PITMAN AVENUE
3,1960 CROTONA AVENUE
3,3430 3 AVENUE
3,1186 EAST 214 STREET
3,4321 KATONAH AVENUE
3,3577 FISH AVENUE
3,1120 EAST  225 STREET
3,301 EAST 196 STREET
3,1001 LOGAN AVENUE
3,866 EAST 225 STREET
3,1053 MORRIS AVENUE
3,1052 BOYNTON AVENUE
3,1740 GARFIELD STREET
3,2495 CAMBRELENG AVENUE
3,1510 SOUTHERN BOULEVARD
3,1243 FINDLAY AVENUE
3,2335 ELLIS AVENUE
3,3635 BRONXWOOD AVENUE
3,2319 HUGHES AVENUE
3,1787 PITMAN AVENUE
3,3130 GRAND CONCOURSE
3,345 CONCORD AVENUE
3,869 BRUCKNER BOULEVARD
3,2350 WEBSTER AVENUE
3,932 EAST 223 STREET
3,1114 ADEE AVENUE
3,2730 MATTHEWS AVENUE
3,350 EAST 134 STREET
3,602 EAST  139 STREET
3,357 EAST  195 STREET
3,4142 BOYD AVENUE
3,825 EAST  224 STREET
