NumComplaints,Address
17,2285 ANDREWS AVENUE NORTH
17,720 COURTLANDT AVENUE
17,103 HAWKSTONE STREET
17,830 EAST  147 STREET
17,1186 EAST  214 STREET
17,38 WEST  182 STREET
17,1644 ANTHONY AVENUE
17,124 EAST  177 STREET
17,813 MORRIS PARK AVENUE
17,3000 PARK AVENUE
17,401 EAST 204 STREET
17,2241 HOLLAND AVENUE
17,2411 GRAND AVENUE
17,711 WHITE PLAINS ROAD
17,26 MT HOPE PLACE
17,3221 BAINBRIDGE AVENUE
17,2578 BRIGGS AVENUE
17,3211 CRUGER AVENUE
17,1821 DR M L KING JR BOULEVARD
17,1473 FULTON AVENUE
17,180 EAST 163 STREET
17,3036 BAILEY AVENUE
17,708 EAST 215 STREET
17,2170 DAVIDSON AVENUE
17,860 HUNTS POINT AVENUE
17,1450 TOWNSEND AVENUE
17,3917 ELY AVENUE
17,3824 BRONX BOULEVARD
17,2409 CROTONA AVENUE
17,1908 AMETHYST STREET
17,2094 CRESTON AVENUE
17,642 EAST  233 STREET
17,251 EAST  236 STREET
17,601 OAK TERRACE
17,1428 CROTONA PARK EAST
17,2321 ANDREWS AVENUE NORTH
17,2162 BARNES AVENUE
17,3545 CARLISLE PLACE
17,918 EAST 220 STREET
17,1100 SHERMAN AVENUE
17,413 EAST  152 STREET
17,282 ST ANNS AVENUE
17,2832 UNIVERSITY AVENUE
17,1182 WASHINGTON AVENUE
17,2767 MARION AVENUE
17,2224 LYON AVENUE
17,212 WILLIS AVENUE
17,985 EAST TREMONT AVENUE
17,116 HENWOOD PLACE
17,1201 FINDLAY AVENUE
17,16 EAST  177 STREET
17,2732 MARION AVENUE
17,2430 UNIVERSITY AVENUE
17,400 EAST GUN HILL ROAD
17,381 EAST  151 STREET
17,938 HUNTINGTON AVENUE
17,1453 BRYANT AVENUE
17,396 EAST  199 STREET
17,215 MT HOPE PLACE
17,2295 MORRIS AVENUE
17,458 EAST  144 STREET
17,2028 GRAND CONCOURSE
17,2183 GRAND CONCOURSE
17,3071 PERRY AVENUE
17,855 EAST  175 STREET
17,114 EAST  168 STREET
17,740 EAST  222 STREET
17,1128 BEACH AVENUE
17,739 EAST  182 STREET
17,2131 VYSE AVENUE
17,518 EAST  187 STREET
17,1846 ARTHUR AVENUE
17,216 ST ANNS AVENUE
17,2311 CROTONA AVENUE
17,3437 KNOX PLACE
17,7 METROPOLITAN OVAL
17,675 WALTON AVENUE
17,1585 EAST 172 STREET
17,3361 3 AVENUE
17,2753 CRESTON AVENUE
17,865 WALTON AVENUE
17,760 EAST  232 STREET
17,2055 NEREID AVENUE
17,2839 BAINBRIDGE AVENUE
17,4247 DIGNEY AVENUE
17,2480 ARTHUR AVENUE
17,1933 DALY AVENUE
17,1701 UNIONPORT ROAD
17,711 GARDEN STREET
17,2265 BATHGATE AVENUE
17,2962 WICKHAM AVENUE
17,2704 KINGSBRIDGE TERRACE
17,852 EAST  213 STREET
17,1975 DAVIDSON AVENUE
17,1244 EVERGREEN AVENUE
17,65 EAST  190 STREET
17,1346 MORRIS AVENUE
17,1025 GERARD AVENUE
17,2964 WILLIAMSBRIDGE ROAD
17,2416 WEBSTER AVENUE
17,258 EAST  165 STREET
17,147 WEST  230 STREET
17,3310 KOSSUTH AVENUE
17,309 EAST  164 STREET
17,4300 MARTHA AVENUE
17,1761 EASTBURN AVENUE
17,822 EAST  215 STREET
17,616 EAST  187 STREET
17,543 EAST  137 STREET
17,1160 LEBANON STREET
17,1319 BEACH AVENUE
17,862 SOUTHERN BOULEVARD
17,1991 BIRCHALL AVENUE
17,3151 DECATUR AVENUE
17,1120 WYATT STREET
17,751 JACKSON AVENUE
17,1495 GRAND CONCOURSE
17,801 EAST  226 STREET
17,1755 EASTBURN AVENUE
17,1652 DR M L KING JR BOULEVARD
17,2070 CRESTON AVENUE
17,2348 DR M L KING JR BOULEVARD
17,919 EAST 229 STREET
17,449 HOWE AVENUE
17,1816 CROTONA PARK EAST
17,1907 BOGART AVENUE
17,809 EAST  156 STREET
17,282 EAST GUN HILL ROAD
17,2850 GRAND CONCOURSE
17,2337 POWELL AVENUE
17,711 EAST 230 STREET
17,1148 COLGATE AVENUE
17,2160 NEWBOLD AVENUE
17,1162 HOE AVENUE
17,2145 SOUTHERN BOULEVARD
16,951 EAST 223 STREET
16,756 EAST  231 STREET
16,1070 INTERVALE AVENUE
16,3235 WHITE PLAINS ROAD
16,1459 WYTHE PLACE
16,3440 FISH AVENUE
16,1323 LOUIS NINE BOULEVARD
16,972-976 LEGGETT AVENUE
16,444 EAST  136 STREET
16,1057 HOE AVENUE
16,2851 VALENTINE AVENUE
16,590 SOUTHERN BOULEVARD
16,1740 POPHAM AVENUE
16,180 VAN CORTLANDT PARK SOUTH
16,1137 VYSE AVENUE
16,311 EAST  188 STREET
16,100 CASALS PLACE
16,88 WEST  197 STREET
16,1231 EAST  224 STREET
16,2035 BELMONT AVENUE
16,1420 MINFORD PLACE
16,2536 BATHGATE AVENUE
16,54 EVELYN PLACE
16,2936 BAINBRIDGE AVENUE
16,1460 MACOMBS ROAD
16,3163 VILLA AVENUE
16,1758 EASTBURN AVENUE
16,699 EAST  137 STREET
16,180 EAST 162 STREET
16,737 EAST  226 STREET
16,285 EAST  203 STREET
16,124 FEATHERBED LANE
16,650 EAST  229 STREET
16,170 EAST MOSHOLU PARKWAY SOUTH
16,1175 EVERGREEN AVENUE
16,1435 OGDEN AVENUE
16,1930 ANTHONY AVENUE
16,756 EAST  175 STREET
16,2340 BELMONT AVENUE
16,1975 GRAND AVENUE
16,551 WALES AVENUE
16,1507 METROPOLITAN AVENUE
16,3220 STEUBEN AVENUE
16,2395 GRAND CONCOURSE
16,101 EAST  168 STREET
16,3721 PRATT AVENUE
16,3041 HOLLAND AVENUE
16,2903 VALENTINE AVENUE
16,3548 TRYON AVENUE
16,1550 UNIONPORT ROAD
16,2538 CRESTON AVENUE
16,673 DAWSON STREET
16,3512 LACONIA AVENUE
16,1562 MINFORD PLACE
16,65 EAST 175 STREET
16,598 EAST 183 STREET
16,3642 WHITE PLAINS ROAD
16,638 MORRIS PARK AVENUE
16,2546 CRESTON AVENUE
16,747 MELROSE AVENUE
16,233 NEWMAN AVENUE
16,737 EAST  187 STREET
16,1596 UNIONPORT ROAD
16,648 JACKSON AVENUE
16,925 UNION AVENUE
16,3029 BRIGGS AVENUE
16,1408 PROSPECT AVENUE
16,2352 QUIMBY AVENUE
16,527 EAST 147 STREET
16,683 EAST  140 STREET
16,1079 HALL PLACE
16,929 EAST  229 STREET
16,3520 OLINVILLE AVENUE
16,1378 BOSTON ROAD
16,1244 WESTCHESTER AVENUE
16,1566 VYSE AVENUE
16,1182 CLAY AVENUE
16,1047 TRINITY AVENUE
16,1978 DR M L KING JR BOULEVARD
16,3042 HOLLAND AVENUE
16,1876 ARTHUR AVENUE
16,1900 LONGFELLOW AVENUE
16,2888 GRAND CONCOURSE
16,1280 REV JAMES POLITE AVENUE
16,1184 WALTON AVENUE
16,1060 SHERMAN AVENUE
16,2030 RYER AVENUE
16,444 EAST 187 STREET
16,1075 NELSON AVENUE
16,2334 WASHINGTON AVENUE
16,3602 HOLLAND AVENUE
16,3464 KNOX PLACE
16,792 EAST  152 STREET
16,796 EAST 163 STREET
16,154 EAST  175 STREET
16,80 STRONG STREET
16,4232 WHITE PLAINS ROAD
16,677 DAWSON STREET
16,932 KELLY STREET
16,2245 CRESTON AVENUE
16,762 MORRIS PARK AVENUE
16,353 BEEKMAN AVENUE
16,256 EAST 166 STREET
16,364 HUNTINGTON AVENUE
16,772 EAST 168 STREET
16,2751 TENBROECK AVENUE
16,530 EAST  159 STREET
16,100 CARVER LOOP
16,789 JENNINGS STREET
16,887 SOUTHERN BOULEVARD
16,635 EAGLE AVENUE
16,60 WEST 190 STREET
16,2525 OLINVILLE AVENUE
16,163 WEST  170 STREET
16,1119 GRANT AVENUE
16,639 EAST  169 STREET
16,4315 WEBSTER AVENUE
16,1160 HOE AVENUE
16,2554 CRUGER AVENUE
16,2240 TIEBOUT AVENUE
16,1412 FRANKLIN AVENUE
16,1601 METROPOLITAN AVENUE
16,2529 MATTHEWS AVENUE
16,810 EAST 152 STREET
16,3760 BARNES AVENUE
16,1138 COLGATE AVENUE
16,4850 WHITE PLAINS ROAD
16,3638 OLINVILLE AVENUE
16,81 FEATHERBED LANE
16,342 EAST 194 STREET
16,2475 HUGHES AVENUE
16,3309 PERRY AVENUE
16,100 WEST 174 STREET
16,2245 BARKER AVENUE
16,483 EAST  180 STREET
16,1390 NELSON AVENUE
16,366 EAST  169 STREET
16,2257 HAVILAND AVENUE
16,3130 ALBANY CRESCENT
16,2444 VALENTINE AVENUE
16,526 EAST 138 STREET
16,161 EAST  206 STREET
16,441 EAST  136 STREET
16,899 EAST 169 STREET
16,1195 FULTON AVENUE
16,834 EAST  161 STREET
16,696 UNION AVENUE
16,312 EAST 163 STREET
16,2109 GLEASON AVENUE
16,2610 UNIVERSITY AVENUE
16,640 BARRETTO STREET
16,2950 TIEMANN AVENUE
16,4325 CARPENTER AVENUE
16,1550 TOWNSEND AVENUE
16,1901 HENNESSY PLACE
16,1221 BROOK AVENUE
16,614 EAST  168 STREET
16,1180 FOREST AVENUE
16,4250 VAN CORTLANDT PARK EAST
16,2070 POWELL AVENUE
16,3031 BRONXWOOD AVENUE
16,1535 TAYLOR AVENUE
16,4639 WHITE PLAINS ROAD
16,2123 NEWBOLD AVENUE
16,2411 VALENTINE AVENUE
16,15 ELLIOT PLACE
16,1454 LELAND AVENUE
16,2609 BAINBRIDGE AVENUE
16,1495 MORRIS AVENUE
15,3336 DECATUR AVENUE
15,1691 JEROME AVENUE
15,4357 VIREO AVENUE
15,995 WESTCHESTER AVENUE
15,901 EAST  217 STREET
15,4612 MONTICELLO AVENUE
15,1061 BOSTON ROAD
15,18 WEST 183 STREET
15,621 EAST  231 STREET
15,2782 SAMPSON AVENUE
15,1057 CLAY AVENUE
15,1365 COLLEGE AVENUE
15,2239 CRESTON AVENUE
15,700 BARTHOLDI STREET
15,595 EAST 170 STREET
15,844 EAST  155 STREET
15,700 TAYLOR AVENUE
15,717 EAST  220 STREET
15,2120 CRUGER AVENUE
15,326 EAST 201 STREET
15,680 BECK STREET
15,4023 SETON AVENUE
15,2315 BARNES AVENUE
15,4621 CARPENTER AVENUE
15,1972 MORRIS AVENUE
15,701 EAST 175 STREET
15,1620 HONE AVENUE
15,3286 PERRY AVENUE
15,907 EAST 221 STREET
15,682 EAST  141 STREET
15,4459 RICHARDSON AVENUE
15,1526 KENNELWORTH PLACE
15,19 VAN CORTLANDT AVENUE EAST
15,3264 ROCHAMBEAU AVENUE
15,1035 EAST  217 STREET
15,2935 WILKINSON AVENUE
15,2407 MORRIS AVENUE
15,777 ELTON AVENUE
15,1228 UNION AVENUE
15,1870 HUNT AVENUE
15,2387 HOFFMAN STREET
15,1017 FAILE STREET
15,1932 CROTONA PARKWAY
15,1371 VIRGINIA AVENUE
15,1201 SHAKESPEARE AVENUE
15,1147 ANDERSON AVENUE
15,4429 MUNDY LANE
15,4638 WHITE PLAINS ROAD
15,2617 HALPERIN AVENUE
15,1540 UNIONPORT ROAD
15,116 WEST  176 STREET
15,2248 HOLLAND AVENUE
15,66 EAST TREMONT AVENUE
15,15 EAST  205 STREET
15,1537 ROSEDALE AVENUE
15,940 EAST GUN HILL ROAD
15,2940 EAST 196 STREET
15,2396 VALENTINE AVENUE
15,737 EAST 187 STREET
15,20 CLARKE PLACE EAST
15,810 PELHAM PARKWAY SOUTH
15,3612 BARNES AVENUE
15,1228 GRAND CONCOURSE
15,1031 MANOR AVENUE
15,25 EAST  193 STREET
15,699 WEST  239 STREET
15,1670 EAST 174 STREET
15,1144 WHEELER AVENUE
15,3195 HULL AVENUE
15,747 EAST  168 STREET
15,445 EAST 174 STREET
15,1715 WATSON AVENUE
15,1360 CLINTON AVENUE
15,304 EAST 183 STREET
15,2652 3 AVENUE
15,1516 LELAND AVENUE
15,2261 ANDREWS AVENUE NORTH
15,58 EAST 190 STREET
15,320 EAST  235 STREET
15,1315 LAFAYETTE AVENUE
15,640 WEST  239 STREET
15,1072 INTERVALE AVENUE
15,2005 MONTEREY AVENUE
15,2322 RYER AVENUE
15,1076 FAILE STREET
15,2705 MORRIS AVENUE
15,1425 CROES AVENUE
15,585 EAST  137 STREET
15,1436 CROTONA PARK EAST
15,1691 EAST 174 STREET
15,229 EAST  176 STREET
15,1005 WILCOX AVENUE
15,3241 PERRY AVENUE
15,2195 WASHINGTON AVENUE
15,500 EAST 165 STREET
15,1210 SHERIDAN AVENUE
15,501 SOUTHERN BOULEVARD
15,366 EAST  154 STREET
15,790 EAST  152 STREET
15,1296 SHERIDAN AVENUE
15,2560 BRONXWOOD AVENUE
15,922 LEGGETT AVENUE
15,1142 MANOR AVENUE
15,2820 DECATUR AVENUE
15,986 EAST  181 STREET
15,74 WEST 165 STREET
15,1319 ELDER AVENUE
15,1800 CLINTON AVENUE
15,1555 JARVIS AVENUE
15,306 EAST 171 STREET
15,2418 UNIVERSITY AVENUE
15,1207 OGDEN AVENUE
15,940 EAST 227 STREET
15,2910 GRAND CONCOURSE
15,1375 GRAND CONCOURSE
15,1145 EVERGREEN AVENUE
15,2502 BARNES AVENUE
15,945 EAST 163 STREET
15,707 EAST  214 STREET
15,812 EAST  227 STREET
15,1670 LONGFELLOW AVENUE
15,3968 BRONX BOULEVARD
15,907 SOUTHERN BOULEVARD
15,2375 BELMONT AVENUE
15,267 EAST  188 STREET
15,710 EAST  215 STREET
15,281 EAST  149 STREET
15,693 EAST 236 STREET
15,800 EAST  179 STREET
15,1225 BOSTON ROAD
15,644 COMMONWEALTH AVENUE
15,500 EAST  183 STREET
15,3855 ORLOFF AVENUE
15,1711 LACOMBE AVENUE
15,1594 UNIONPORT ROAD
15,6155 BROADWAY
15,2564 CRESTON AVENUE
15,3727 FIELDSTON ROAD
15,1001 HOME STREET
15,364 EAST 170 STREET
15,3044 ALBANY CRESCENT
15,1800 MONROE AVENUE
15,539 VAN NEST AVENUE
15,689 EAST  187 STREET
15,510 EAST  138 STREET
15,1814 FOWLER AVENUE
15,3560 WEBSTER AVENUE
15,2116 CROTONA PARKWAY
15,384 EAST  154 STREET
15,745 HUNTS POINT AVENUE
15,702 EAGLE AVENUE
15,998 JENNINGS STREET
15,2126 VALENTINE AVENUE
15,2732 BAINBRIDGE AVENUE
15,3008 KINGSBRIDGE AVENUE
15,710 BARTHOLDI STREET
15,225 MC CLELLAN STREET
15,356 EAST  152 STREET
15,100 WEST  162 STREET
15,1059 TELLER AVENUE
15,2044 WASHINGTON AVENUE
15,280 EAST  199 STREET
15,2103 VYSE AVENUE
15,1320 SHERIDAN AVENUE
15,2241 CRESTON AVENUE
15,2350 GLEBE AVENUE
15,549 EAST  234 STREET
15,600 MORRIS AVENUE
15,1770 EAST  172 STREET
15,528 EAST  142 STREET
15,1325 EAST 222 STREET
15,404 EAST  141 STREET
15,1288 HOE AVENUE
15,220 EAST  197 STREET
15,765 EAST  175 STREET
15,1180 FULTON AVENUE
15,1710 HOE AVENUE
15,846 HUNTS POINT AVENUE
15,3417 BARKER AVENUE
15,1847 ANDREWS AVENUE SOUTH
15,4470 PARK AVENUE
15,485 JACKSON AVENUE
15,975 UNION AVENUE
15,4410 MURDOCK AVENUE
15,3302 HOLLAND AVENUE
15,440 EAST 138 STREET
15,1560 METROPOLITAN AVENUE
14,1630 UNDERCLIFF AVENUE
14,1304 REV JAMES POLITE AVENUE
14,789 ASTOR AVENUE
14,1348 HERSCHELL STREET
14,215 WEST  259 STREET
14,2536 MATTHEWS AVENUE
14,1828 ANTHONY AVENUE
14,4627 PARK AVENUE
14,1160 TELLER AVENUE
14,2861 BARKLEY AVENUE
14,786 OLMSTEAD AVENUE
14,1438 HARROD AVENUE
14,2964 VALENTINE AVENUE
14,296 EAST  163 STREET
14,452 EAST  187 STREET
14,881 EAST 162 STREET
14,2162 STRANG AVENUE
14,932 ADEE AVENUE
14,1129 ST LAWRENCE AVENUE
14,1865 BRONXDALE AVENUE
14,1277 CROES AVENUE
14,48 WESTCHESTER SQUARE
14,721 EAST 223 STREET
14,2019 HUGHES AVENUE
14,634 COMMONWEALTH AVENUE
14,424 EAST 162 STREET
14,530 EAST  138 STREET
14,210 EAST  201 STREET
14,1455 SHERIDAN AVENUE
14,278 BEDFORD PARK BOULEVARD
14,1142 FTELEY AVENUE
14,754 EAST 225 STREET
14,901 EAST 169 STREET
14,1466 LELAND AVENUE
14,722 EAST  220 STREET
14,1421 LELAND AVENUE
14,2016 HUGHES AVENUE
14,719 EAST 213 STREET
14,1520 THIERIOT AVENUE
14,2068 BATHGATE AVENUE
14,519 EAST  187 STREET
14,3121 MIDDLETOWN ROAD
14,1266 FTELEY AVENUE
14,1029 FREEMAN STREET
14,1870 PELHAM PARKWAY SOUTH
14,1512 TOWNSEND AVENUE
14,1414 CROTONA PARK EAST
14,1126 CARROLL PLACE
14,2143 BRUCKNER BOULEVARD
14,2346 PROSPECT AVENUE
14,112 TUDOR PLACE
14,618 ST LAWRENCE AVENUE
14,740 EAST  225 STREET
14,735 KAPPOCK STREET
14,1558 UNIONPORT ROAD
14,1524 BOONE AVENUE
14,232 EAST 165 STREET
14,344 EAST 209 STREET
14,2728 HONE AVENUE
14,653 BRITTON STREET
14,2644 MARION AVENUE
14,846 EAST 214 STREET
14,1302 COLLEGE AVENUE
14,1491 WESTCHESTER AVENUE
14,1259 WHITE PLAINS ROAD
14,1929 WATSON AVENUE
14,2125 SOUTHERN BOULEVARD
14,1105 ELDER AVENUE
14,678 EAST  225 STREET
14,222 EAST  202 STREET
14,2005 GRAND AVENUE
14,930 FOX STREET
14,766 ASTOR AVENUE
14,828 EAST  227 STREET
14,1662 VYSE AVENUE
14,1728 TAYLOR AVENUE
14,942 REV JAMES POLITE AVENUE
14,750 FAILE STREET
14,1062 RHINELANDER AVENUE
14,1062 WALTON AVENUE
14,1224 WALTON AVENUE
14,1042 EAST  227 STREET
14,1124 GRANT AVENUE
14,1185 ANDERSON AVENUE
14,2159 MULINER AVENUE
14,4165 GRACE AVENUE
14,708 EAST  215 STREET
14,827 HOME STREET
14,673 EAST  137 STREET
14,2809 ELY AVENUE
14,821 LYDIG AVENUE
14,285 EAST  199 STREET
14,2304 GRAND AVENUE
14,490 EAST 184 STREET
14,1201 FRANKLIN AVENUE
14,1104 CLAY AVENUE
14,3441 FISH AVENUE
14,742 EAST  222 STREET
14,1058 GRANT AVENUE
14,465 EAST 144 STREET
14,2408 WESTERVELT AVENUE
14,1008 GARRISON AVENUE
14,403 EAST 139 STREET
14,837 TRINITY AVENUE
14,1796 VYSE AVENUE
14,2065 MORRIS AVENUE
14,418 EAST  143 STREET
14,1839 DR M L KING JR BOULEVARD
14,1439 PROSPECT AVENUE
14,4322 RICHARDSON AVENUE
14,3265 BAINBRIDGE AVENUE
14,829 EAST  229 STREET
14,806 EAST 175 STREET
14,929 EAST 214 STREET
14,986 EAST 180 STREET
14,2122 WATSON AVENUE
14,1077 TELLER AVENUE
14,2316 TURNBULL AVENUE
14,2337 GRAND CONCOURSE
14,2160 CROTONA AVENUE
14,813 FAILE STREET
14,2876 JEROME AVENUE
14,1455 BRYANT AVENUE
14,3978 AMUNDSON AVENUE
14,1063 TELLER AVENUE
14,1915 MORRIS AVENUE
14,1750 VAN BUREN STREET
14,966 EAST 181 STREET
14,1027 EAST  216 STREET
14,1311 HARROD AVENUE
14,373 EAST 188 STREET
14,105 EAST 177 STREET
14,3840 GREYSTONE AVENUE
14,1560 SILVER STREET
14,2435 WALTON AVENUE
14,2263 LORING PLACE NORTH
14,145 WEST  170 STREET
14,1267 BRONX RIVER AVENUE
14,1455 KNAPP STREET
14,315 EAST  167 STREET
14,944 LEGGETT AVENUE
14,2024 DAVIDSON AVENUE
14,1519 METROPOLITAN AVENUE
14,2728 KINGSBRIDGE TERRACE
14,1260 SEDGWICK AVENUE
14,2750 KINGSBRIDGE TERRACE
14,5425 VALLES AVENUE
14,1812 CLINTON AVENUE
14,2240 RYER AVENUE
14,2102 PAULDING AVENUE
14,1049 CLAY AVENUE
14,55 EVELYN PLACE
14,968 SHERMAN AVENUE
14,424 EAST  149 STREET
14,847 BRUCKNER BOULEVARD
14,1632 UNDERCLIFF AVENUE
14,3341 DECATUR AVENUE
14,335 EAST  205 STREET
14,2134 VYSE AVENUE
14,741 JENNINGS STREET
14,2550 WEBB AVENUE
14,410 EAST  203 STREET
14,1656 DR M L KING JR BOULEVARD
14,459 EAST 135 STREET
14,250 EAST GUN HILL ROAD
14,4077 ELY AVENUE
14,2234 RYER AVENUE
14,4602 BRONX BOULEVARD
14,3204 3 AVENUE
14,1961 WASHINGTON AVENUE
14,762 CAULDWELL AVENUE
14,711 EAST 183 STREET
14,1075 LONGFELLOW AVENUE
14,1025 ESPLANADE
14,1683 DR M L KING JR BOULEVARD
14,1184 EAST  214 STREET
14,529 EAST  235 STREET
14,2766 BAINBRIDGE AVENUE
14,457 EAST 187 STREET
14,530 EAST 236 STREET
14,162 WEST KINGSBRIDGE ROAD
14,3305 3 AVENUE
14,1246 ST LAWRENCE AVENUE
14,835 EAST 156 STREET
14,1140 GRANT AVENUE
14,2535 CRUGER AVENUE
14,2463 MARION AVENUE
14,2741 GIFFORD AVENUE
14,3046 HOLLAND AVENUE
14,1343 FTELEY AVENUE
14,123 EAST  169 STREET
14,2190 MORRIS AVENUE
14,2077 ANTHONY AVENUE
14,1033 WHEELER AVENUE
14,2059 STORY AVENUE
14,1938 EAST TREMONT AVENUE
14,1988 MORRIS AVENUE
14,2965 EAST  196 STREET
13,99 FEATHERBED LANE
13,2345 JEROME AVENUE
13,1620 MELVILLE STREET
13,1103 CASTLE HILL AVENUE
13,365 EAST  204 STREET
13,2707 MORRIS AVENUE
13,871 ELTON AVENUE
13,763 JACKSON AVENUE
13,1675 BRYANT AVENUE
13,664 BECK STREET
13,244 EAST 196 STREET
13,541 EAST  147 STREET
13,3520 CORSA AVENUE
13,1561 SHERIDAN AVENUE
13,949 FAILE STREET
13,1353 SHERIDAN AVENUE
13,2114 GLEBE AVENUE
13,2881 VALENTINE AVENUE
13,1870 BATHGATE AVENUE
13,103 WEST 183 STREET
13,3125 TIBBETT AVENUE
13,416 EAST  138 STREET
13,2024 LA FONTAINE AVENUE
13,315 EAST 209 STREET
13,3150 VILLA AVENUE
13,822 EAST  169 STREET
13,224 EAST 165 STREET
13,583 EAST  167 STREET
13,6063 BROADWAY
13,764 EAST  213 STREET
13,945 ALDUS STREET
13,578 FRONT VAN NEST AVENUE
13,2196 MATTHEWS AVENUE
13,298 EAST 163 STREET
13,3047 HULL AVENUE
13,2401 ARTHUR AVENUE
13,459 MORRIS PARK AVENUE
13,1027 EAST 216 STREET
13,900 BAYCHESTER AVENUE
13,2105 MONTEREY AVENUE
13,1235 WOODYCREST AVENUE
13,1404 BRONX RIVER AVENUE
13,1133 EAST  224 STREET
13,3143 SANDS PLACE
13,1459 WHITE PLAINS ROAD
13,214 EAST  163 STREET
13,1605 METROPOLITAN AVENUE
13,543 EAST 137 STREET
13,800 EAST  173 STREET
13,1237 COMMONWEALTH AVENUE
13,19 EAST GUN HILL ROAD
13,1519 COMMONWEALTH AVENUE
13,316 EAST  162 STREET
13,5719 FARADAY AVENUE
13,2152 CROTONA AVENUE
13,1177 GRANT AVENUE
13,1389 CROTONA AVENUE
13,1043 CLAY AVENUE
13,644 ST LAWRENCE AVENUE
13,1191 BOSTON ROAD
13,2525 WALLACE AVENUE
13,1211 EVERGREEN AVENUE
13,3098 DECATUR AVENUE
13,2475 TIEBOUT AVENUE
13,4441 CARPENTER AVENUE
13,273 EAST 176 STREET
13,1085 COLGATE AVENUE
13,1176 EAST  215 STREET
13,1533 WHITE PLAINS ROAD
13,1541 WHITE PLAINS ROAD
13,4359 BAYCHESTER AVENUE
13,340 EAST  151 STREET
13,2809 3 AVENUE
13,964 SHERMAN AVENUE
13,2162 VALENTINE AVENUE
13,4611 PARK AVENUE
13,4210 BRONXWOOD AVENUE
13,62 WEST TREMONT AVENUE
13,3033 GODWIN TERRACE
13,1171 GRANT AVENUE
13,838 HUNTS POINT AVENUE
13,2735 WEBSTER AVENUE
13,811 CROTONA PARK NORTH
13,1615 WALTON AVENUE
13,2240 QUIMBY AVENUE
13,4245 DIGNEY AVENUE
13,753 EAST  151 STREET
13,337 EAST 146 STREET
13,2935 HOLLAND AVENUE
13,2516 GRAND AVENUE
13,1114 COLLEGE AVENUE
13,4566 RICHARDSON AVENUE
13,1426 VYSE AVENUE
13,85 MC CLELLAN STREET
13,2512 CRUGER AVENUE
13,3661 THIRD AVENUE
13,4569 FURMAN AVENUE
13,2133 CHATTERTON AVENUE
13,2255 GLEASON AVENUE
13,2605 BAINBRIDGE AVENUE
13,919 BRUCKNER BOULEVARD
13,387 EAST 138 STREET
13,2141 CHATTERTON AVENUE
13,530 EXTERIOR STREET
13,349 EAST 193 STREET
13,1760 TOPPING AVENUE
13,814 FAILE STREET
13,221 EAST  201 STREET
13,3443 MC OWEN AVENUE
13,2065 DAVIDSON AVENUE
13,2865 KINGSBRIDGE TERRACE
13,673 EAST 137 STREET
13,1130 STADIUM AVENUE
13,1437 BRYANT AVENUE
13,255 EAST  138 STREET
13,2718 BAINBRIDGE AVENUE
13,535 EAST 142 STREET
13,869 EAST  219 STREET
13,1070 ANDERSON AVENUE
13,3650 BRONX BOULEVARD
13,1665 GRAND CONCOURSE
13,1114 NEILL AVENUE
13,882 EAST  180 STREET
13,821 EAST  221 STREET
13,3026 HOLLAND AVENUE
13,2760 BARNES AVENUE
13,2205 CRESTON AVENUE
13,873 BROOK AVENUE
13,89 METROPOLITAN OVAL
13,1736 VAN BUREN STREET
13,2307 BEAUMONT AVENUE
13,315 ALEXANDER AVENUE
13,1121 TELLER AVENUE
13,1205 COMMONWEALTH AVENUE
13,1422 EDWARDS AVENUE
13,649 EAST 137 STREET
13,454 EAST 138 STREET
13,1838 VICTOR STREET
13,3051 OLINVILLE AVENUE
13,2330 WASHINGTON AVENUE
13,1043 WARD AVENUE
13,1540 LONGFELLOW AVENUE
13,2741 BARNES AVENUE
13,2070 VALENTINE AVENUE
13,812 PENFIELD STREET
13,894 ROGERS PLACE
13,274 ALEXANDER AVENUE
13,1243 BRADFORD AVENUE
13,2316 LORING PLACE NORTH
13,395 OLIVER PLACE
13,2754 CRUGER AVENUE
13,1119 WHEELER AVENUE
13,1520 BENSON STREET
13,269 EAST 194 STREET
13,667 EAST 233 STREET
13,3287 HULL AVENUE
13,1181 EAST TREMONT AVENUE
13,900 MELROSE AVENUE
13,223 EAST  203 STREET
13,637 EAST  224 STREET
13,1944 HOLLAND AVENUE
13,960 AVENUE ST JOHN
13,488 EAST 163 STREET
13,2263 BASSFORD AVENUE
13,1848 MONROE AVENUE
13,1122 INTERVALE AVENUE
13,1641 METROPOLITAN AVENUE
13,264 WEST TREMONT AVENUE
13,771 GROTE STREET
13,4320 VAN CORTLANDT PARK EAST
13,593 EAST  141 STREET
13,1743 FULTON AVENUE
13,627 EAST  222 STREET
13,982 LEGGETT AVENUE
13,60 EAST  177 STREET
13,27 EAST 169 STREET
13,428 EAST  157 STREET
13,1129 VYSE AVENUE
13,597 EAST  138 STREET
13,909 NEILL AVENUE
13,120 BENCHLEY PLACE
13,237 EAST  194 STREET
13,425 EAST  153 STREET
13,2465 CROTONA AVENUE
13,2787 MARION AVENUE
13,428 EAST  162 STREET
13,2260 BARKER AVENUE
13,545 WEST  236 STREET
13,340 EAST  139 STREET
13,3928 CARPENTER AVENUE
13,1321 PLIMPTON AVENUE
13,2719 SEDGWICK AVENUE
13,2609 AQUEDUCT AVENUE WEST
